airlineName,flightNumber,craftTypeName,departureDate,arrivalDate,departureCityTlc,departureCityName,departureAirportTlc,departureAirportName,departureAirportTerminal,arrivalCityTlc,arrivalCityName,arrivalAirportTlc,arrivalAirportName,arrivalAirportTerminal,price
中国国航,CA1437,波音738,2020-07-06 06:40:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,590
东方航空,MU3952,空客319,2020-07-06 06:50:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T2,950
南方航空,CZ4956,空客319,2020-07-06 06:50:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T2,1170
华夏航空,G58658,空客319,2020-07-06 06:50:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T2,1170
四川航空,3U8516,空客319,2020-07-06 06:50:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T2,300
山东航空,SC7048,空客319,2020-07-06 06:50:00,2020-07-06 09:40:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T2,1220
中国国航,CA1429,波音738,2020-07-06 09:30:00,2020-07-06 12:30:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,590
南方航空,CZ2802,空客320,2020-07-06 11:40:00,2020-07-06 14:50:00,BJS,北京,PKX,大兴国际机场,,CKG,重庆,CKG,江北国际机场,T3,220
中国国航,CA4130,波音737,2020-07-06 12:00:00,2020-07-06 15:00:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,590
南方航空,CZ3259,空客320,2020-07-06 15:00:00,2020-07-06 18:05:00,BJS,北京,PKX,大兴国际机场,,CKG,重庆,CKG,江北国际机场,T3,220
中国国航,CA1411,波音738,2020-07-06 15:20:00,2020-07-06 18:20:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,590
中国国航,CA1435,波音738,2020-07-06 16:30:00,2020-07-06 19:25:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,330
海南航空,HU7161,波音738,2020-07-06 17:00:00,2020-07-06 19:45:00,BJS,北京,PEK,首都国际机场,T2,CKG,重庆,CKG,江北国际机场,T3,285
中国国航,CA4142,波音738,2020-07-06 18:00:00,2020-07-06 21:05:00,BJS,北京,PEK,首都国际机场,T3,CKG,重庆,CKG,江北国际机场,T3,280
东方航空,MU5527,空客320,2020-07-06 19:05:00,2020-07-06 22:10:00,BJS,北京,PKX,大兴国际机场,,CKG,重庆,CKG,江北国际机场,T3,240
海南航空,HU7635,波音738,2020-07-06 07:10:00,2020-07-06 09:35:00,BJS,北京,PEK,首都国际机场,T2,CSX,长沙,CSX,黄花国际机场,T2,495
中国国航,CA1373,空客321,2020-07-06 13:15:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,CSX,长沙,CSX,黄花国际机场,T1,1030
南方航空,CZ3128,空客321,2020-07-06 15:45:00,2020-07-06 18:30:00,BJS,北京,PEK,首都国际机场,T2,CSX,长沙,CSX,黄花国际机场,T2,580
中国国航,CA1363,空客321,2020-07-06 16:00:00,2020-07-06 18:40:00,BJS,北京,PEK,首都国际机场,T3,CSX,长沙,CSX,黄花国际机场,T1,440
四川航空,3U8892,空客320,2020-07-06 06:25:00,2020-07-06 09:50:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T1,450
成都航空,EU7074,空客320,2020-07-06 06:25:00,2020-07-06 09:50:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T1,1200
南方航空,CZ9658,空客320,2020-07-06 06:25:00,2020-07-06 09:50:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T1,1200
中国联合航空,KN5215,波音737,2020-07-06 07:20:00,2020-07-06 10:20:00,BJS,北京,PKX,大兴国际机场,,CTU,成都,CTU,双流国际机场,T2,388
中国国航,CA4112,空客321,2020-07-06 08:15:00,2020-07-06 11:45:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T2,800
南方航空,CZ6183,空客330,2020-07-06 11:05:00,2020-07-06 14:10:00,BJS,北京,PEK,首都国际机场,T2,CTU,成都,CTU,双流国际机场,T2,470
中国国航,CA4102,空客321,2020-07-06 11:30:00,2020-07-06 14:45:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T2,800
四川航空,3U8884,空客320,2020-07-06 13:35:00,2020-07-06 16:40:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T1,500
南方航空,CZ9650,空客320,2020-07-06 13:35:00,2020-07-06 16:40:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T1,1200
中国国航,CA4116,空客330,2020-07-06 15:30:00,2020-07-06 19:05:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T2,500
海南航空,HU7247,波音738,2020-07-06 16:15:00,2020-07-06 19:15:00,BJS,北京,PEK,首都国际机场,T2,CTU,成都,CTU,双流国际机场,T2,840
祥鹏航空,8L7247,波音738,2020-07-06 16:15:00,2020-07-06 19:15:00,BJS,北京,PEK,首都国际机场,T2,CTU,成都,CTU,双流国际机场,T2,850
中国国航,CA4104,空客321,2020-07-06 18:30:00,2020-07-06 21:55:00,BJS,北京,PEK,首都国际机场,T3,CTU,成都,CTU,双流国际机场,T2,500
东方航空,MU5273,空客320,2020-07-06 21:20:00,2020-07-07 00:30:00,BJS,北京,PEK,首都国际机场,T2,CTU,成都,CTU,双流国际机场,T2,260
中国联合航空,KN5217,波音737,2020-07-06 16:30:00,2020-07-06 21:10:00,BJS,北京,PKX,大兴国际机场,,CTU,成都,CTU,双流国际机场,T2,208
山东航空,SC1487,波音737,2020-07-06 09:00:00,2020-07-06 11:40:00,BJS,北京,PEK,首都国际机场,T3,DAX,达州,DAX,河市机场,,750
中国国航,CA1487,波音737,2020-07-06 09:00:00,2020-07-06 11:40:00,BJS,北京,PEK,首都国际机场,T3,DAX,达州,DAX,河市机场,,800
南方航空,CZ6102,空客320,2020-07-06 10:45:00,2020-07-06 12:20:00,BJS,北京,PEK,首都国际机场,T2,SHE,沈阳,SHE,桃仙国际机场,T3,510
中国国航,CA1651,波音738,2020-07-06 09:00:00,2020-07-06 10:30:00,BJS,北京,PEK,首都国际机场,T3,SHE,沈阳,SHE,桃仙国际机场,T3,510
中国国航,CA8333,空客330,2020-07-06 16:40:00,2020-07-06 18:15:00,BJS,北京,PEK,首都国际机场,T3,SHE,沈阳,SHE,桃仙国际机场,T3,420
中国国航,CA8906,波音737,2020-07-06 16:55:00,2020-07-06 18:20:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,670
南方航空,CZ6122,空客321,2020-07-06 16:00:00,2020-07-06 17:30:00,BJS,北京,PKX,大兴国际机场,,DLC,大连,DLC,周水子国际机场,,520
中国国航,CA8908,波音737,2020-07-06 21:55:00,2020-07-06 23:30:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,480
南方航空,CZ6122,空客321,2020-07-06 16:00:00,2020-07-06 17:30:00,BJS,北京,PKX,大兴国际机场,,DLC,大连,DLC,周水子国际机场,,520
华夏航空,G58187,波音737,2020-07-06 16:55:00,2020-07-06 18:20:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,720
山东航空,SC8906,波音737,2020-07-06 16:55:00,2020-07-06 18:20:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,770
中国国航,CA8906,波音737,2020-07-06 16:55:00,2020-07-06 18:20:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,670
山东航空,SC8908,波音737,2020-07-06 21:55:00,2020-07-06 23:30:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,550
中国国航,CA8908,波音737,2020-07-06 21:55:00,2020-07-06 23:30:00,BJS,北京,PEK,首都国际机场,T3,DLC,大连,DLC,周水子国际机场,,480
东方航空,MU2416,空客320,2020-07-06 19:25:00,2020-07-07 00:45:00,BJS,北京,PEK,首都国际机场,T2,DNH,敦煌,DNH,敦煌机场,,790
中国联合航空,KN5769,波音737,2020-07-06 18:55:00,2020-07-06 20:10:00,BJS,北京,PKX,大兴国际机场,,DOY,东营,DOY,胜利机场,,275
山东航空,SC1695,空客321,2020-07-06 13:50:00,2020-07-06 16:00:00,BJS,北京,PEK,首都国际机场,T3,DQA,大庆,DQA,萨尔图机场　,,810
中国国航,CA1695,空客321,2020-07-06 13:50:00,2020-07-06 16:00:00,BJS,北京,PEK,首都国际机场,T3,DQA,大庆,DQA,萨尔图机场　,,710
中国国航,CA1149,波音737,2020-07-06 11:00:00,2020-07-06 12:40:00,BJS,北京,PEK,首都国际机场,T3,DSN,鄂尔多斯,DSN,伊金霍洛机场,,280
中国联合航空,KN5217,波音737,2020-07-06 16:30:00,2020-07-06 18:10:00,BJS,北京,PKX,大兴国际机场,,DSN,鄂尔多斯,DSN,伊金霍洛机场,,208
海南航空,HU7107,波音738,2020-07-06 08:30:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T2,ENY,延安,ENY,南泥湾机场,,383
山东航空,SC1505,空客321,2020-07-06 07:25:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T3,FOC,福州,FOC,长乐国际机场,,1200
中国国航,CA1505,空客321,2020-07-06 07:25:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T3,FOC,福州,FOC,长乐国际机场,,1190
南方航空,CZ5043,波音738,2020-07-06 16:40:00,2020-07-06 19:35:00,BJS,北京,PKX,大兴国际机场,,FOC,福州,FOC,长乐国际机场,,1200
厦门航空,MF8108,波音738,2020-07-06 16:40:00,2020-07-06 19:35:00,BJS,北京,PKX,大兴国际机场,,FOC,福州,FOC,长乐国际机场,,1250
海南航空,HU7382,空客330,2020-07-06 08:00:00,2020-07-06 11:50:00,BJS,北京,PEK,首都国际机场,T2,HAK,海口,HAK,美兰国际机场,,1095
海南航空,HU7182,波音738,2020-07-06 12:50:00,2020-07-06 16:35:00,BJS,北京,PEK,首都国际机场,T2,HAK,海口,HAK,美兰国际机场,,1145
海南航空,HU7682,波音738,2020-07-06 09:00:00,2020-07-06 14:25:00,BJS,北京,PEK,首都国际机场,T2,HAK,海口,HAK,美兰国际机场,,745
华夏航空,G58205,波音737,2020-07-06 20:00:00,2020-07-06 21:25:00,BJS,北京,PEK,首都国际机场,T3,HET,呼和浩特,HET,白塔国际机场,,520
中国国航,CA1101,波音737,2020-07-06 20:00:00,2020-07-06 21:25:00,BJS,北京,PEK,首都国际机场,T3,HET,呼和浩特,HET,白塔国际机场,,4080
山东航空,SC1843,波音737,2020-07-06 13:25:00,2020-07-06 15:25:00,BJS,北京,PEK,首都国际机场,T3,HFE,合肥,HFE,新桥国际机场,,840
中国国航,CA1843,波音737,2020-07-06 13:25:00,2020-07-06 15:25:00,BJS,北京,PEK,首都国际机场,T3,HFE,合肥,HFE,新桥国际机场,,400
海南航空,HU7277,波音738,2020-07-06 07:50:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T2,HGH,杭州,HGH,萧山国际机场,T3,655
山东航空,SC1595,空客321,2020-07-06 08:35:00,2020-07-06 10:55:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,1190
中国国航,CA1595,空客321,2020-07-06 08:35:00,2020-07-06 10:55:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,1180
河北航空,NS8019,波音738,2020-07-06 09:20:00,2020-07-06 11:30:00,BJS,北京,PKX,大兴国际机场,,HGH,杭州,HGH,萧山国际机场,T3,610
中国国航,CA1704,空客321,2020-07-06 11:40:00,2020-07-06 14:00:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,1180
中国国航,CA1716,空客321,2020-07-06 14:35:00,2020-07-06 16:50:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,2870
中国国航,CA1563,空客321,2020-07-06 16:05:00,2020-07-06 18:25:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,3590
山东航空,SC1563,空客321,2020-07-06 16:05:00,2020-07-06 18:25:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,1190
南方航空,CZ6163,空客321,2020-07-06 17:40:00,2020-07-06 20:05:00,BJS,北京,PKX,大兴国际机场,,HGH,杭州,HGH,萧山国际机场,T3,320
中国国航,CA1718,空客321,2020-07-06 17:55:00,2020-07-06 20:10:00,BJS,北京,PEK,首都国际机场,T3,HGH,杭州,HGH,萧山国际机场,T1,3590
东方航空,MU5458,空客321,2020-07-06 18:00:00,2020-07-06 20:25:00,BJS,北京,PEK,首都国际机场,T2,HGH,杭州,HGH,萧山国际机场,T3,420
中国联合航空,KN5821,波音737,2020-07-06 07:25:00,2020-07-06 10:30:00,BJS,北京,PKX,大兴国际机场,,HJJ,怀化,HJJ,芷江机场,,331
中国国航,CA8311,空客321,2020-07-06 07:40:00,2020-07-06 09:55:00,BJS,北京,PEK,首都国际机场,T3,HLD,海拉尔,HLD,呼伦贝尔东山国际机场,,630
河北航空,NS8037,波音738,2020-07-06 09:00:00,2020-07-06 11:25:00,BJS,北京,PKX,大兴国际机场,,HLD,海拉尔,HLD,呼伦贝尔东山国际机场,,539
中国联合航空,KN2958,波音737,2020-07-06 10:00:00,2020-07-06 12:10:00,BJS,北京,PKX,大兴国际机场,,HLH,乌兰浩特,HLH,乌兰浩特机场,,305
中国联合航空,KN5701,波音737,2020-07-06 09:40:00,2020-07-06 12:40:00,BJS,北京,PKX,大兴国际机场,,HNY,衡阳,HNY,南岳机场,,548
南方航空,CZ6220,空客321,2020-07-06 11:40:00,2020-07-06 13:35:00,BJS,北京,PEK,首都国际机场,T2,HRB,哈尔滨,HRB,太平国际机场,T2,760
山东航空,SC1623,波音738,2020-07-06 12:50:00,2020-07-06 14:50:00,BJS,北京,PEK,首都国际机场,T3,HRB,哈尔滨,HRB,太平国际机场,T2,920
中国国航,CA1623,波音738,2020-07-06 12:50:00,2020-07-06 14:50:00,BJS,北京,PEK,首都国际机场,T3,HRB,哈尔滨,HRB,太平国际机场,T2,910
中国国航,CA1611,空客321,2020-07-06 17:00:00,2020-07-06 19:00:00,BJS,北京,PEK,首都国际机场,T3,HRB,哈尔滨,HRB,太平国际机场,T2,720
山东航空,SC1611,空客321,2020-07-06 17:00:00,2020-07-06 19:00:00,BJS,北京,PEK,首都国际机场,T3,HRB,哈尔滨,HRB,太平国际机场,T2,830
中国联合航空,KN2958,波音737,2020-07-06 10:00:00,2020-07-06 12:10:00,BJS,北京,PKX,大兴国际机场,,HLH,乌兰浩特,HLH,乌兰浩特机场,,305
中国联合航空,KN5615,波音737,2020-07-06 11:05:00,2020-07-06 15:50:00,BJS,北京,PKX,大兴国际机场,,HUZ,惠州,HUZ,平潭机场,,963
中国联合航空,KN5619,波音737,2020-07-06 16:45:00,2020-07-06 19:10:00,BJS,北京,PKX,大兴国际机场,,HZG,汉中,HZG,城固机场,,648
厦门航空,MF7181,波音738,2020-07-06 08:00:00,2020-07-06 10:10:00,BJS,北京,PKX,大兴国际机场,,INC,银川,INC,银川河东国际机场,,420
河北航空,NS8015,波音738,2020-07-06 08:00:00,2020-07-06 10:10:00,BJS,北京,PKX,大兴国际机场,,INC,银川,INC,银川河东国际机场,,150
中国联合航空,KN5675,波音737,2020-07-06 08:30:00,2020-07-06 10:50:00,BJS,北京,PKX,大兴国际机场,,INC,银川,INC,银川河东国际机场,,158
南方航空,CZ8827,空客320,2020-07-06 08:40:00,2020-07-06 10:55:00,BJS,北京,PKX,大兴国际机场,,INC,银川,INC,银川河东国际机场,,130
中国国航,CA8347,波音737,2020-07-06 11:20:00,2020-07-06 13:30:00,BJS,北京,PEK,首都国际机场,T3,INC,银川,INC,银川河东国际机场,,250
中国国航,CA1537,空客330,2020-07-06 07:55:00,2020-07-06 10:35:00,BJS,北京,PEK,首都国际机场,T3,KHN,南昌,KHN,昌北国际机场,T2,620
厦门航空,MF7173,波音738,2020-07-06 09:00:00,2020-07-06 11:30:00,BJS,北京,PKX,大兴国际机场,,KHN,南昌,KHN,昌北国际机场,T2,430
河北航空,NS8007,波音738,2020-07-06 09:00:00,2020-07-06 11:30:00,BJS,北京,PKX,大兴国际机场,,KHN,南昌,KHN,昌北国际机场,T2,359
中国联合航空,KN5701,波音737,2020-07-06 09:40:00,2020-07-06 12:40:00,BJS,北京,PKX,大兴国际机场,,HNY,衡阳,HNY,南岳机场,,548
青岛航空,QW9845,空客320,2020-07-06 06:35:00,2020-07-06 09:10:00,TAO,青岛,TAO,流亭国际机场,T1,JGS,井冈山,JGS,井冈山机场,,560
中国联合航空,KN5651,波音737,2020-07-06 10:10:00,2020-07-06 14:00:00,BJS,北京,PKX,大兴国际机场,,JIC,金昌,JIC,金川机场,,288
南方航空,CZ5057,波音738,2020-07-06 12:00:00,2020-07-06 15:00:00,BJS,北京,PKX,大兴国际机场,,JJN,泉州,JJN,晋江机场,,950
厦门航空,MF8132,波音738,2020-07-06 12:00:00,2020-07-06 15:00:00,BJS,北京,PKX,大兴国际机场,,JJN,泉州,JJN,晋江机场,,520
山东航空,SC1691,波音737,2020-07-06 06:20:00,2020-07-06 08:45:00,BJS,北京,PEK,首都国际机场,T3,JMU,佳木斯,JMU,东郊机场,,1130
中国国航,CA1691,波音737,2020-07-06 06:20:00,2020-07-06 08:45:00,BJS,北京,PEK,首都国际机场,T3,JMU,佳木斯,JMU,东郊机场,,1010
海南航空,HU7682,波音738,2020-07-06 09:00:00,2020-07-06 11:15:00,BJS,北京,PEK,首都国际机场,T2,AQG,安庆,AQG,天柱山机场,,480
中国国航,CA1503,波音738,2020-07-06 17:35:00,2020-07-06 19:40:00,BJS,北京,PEK,首都国际机场,T3,NKG,南京,NKG,禄口国际机场,T2,780
中国国航,CA1561,波音737,2020-07-06 14:15:00,2020-07-06 16:20:00,BJS,北京,PEK,首都国际机场,T3,NKG,南京,NKG,禄口国际机场,T2,780
东方航空,MU2832,空客321,2020-07-06 18:55:00,2020-07-06 21:10:00,BJS,北京,PEK,首都国际机场,T2,NKG,南京,NKG,禄口国际机场,T2,195
中国联合航空,KN5931,波音737,2020-07-06 14:15:00,2020-07-06 16:40:00,BJS,北京,PKX,大兴国际机场,,JUZ,衢州,JUZ,衢州机场,,278
首都航空,JD5315,空客319,2020-07-06 12:55:00,2020-07-06 15:25:00,BJS,北京,PKX,大兴国际机场,,JXA,鸡西,JXA,兴凯湖机场,,865
山东航空,SC1537,空客330,2020-07-06 07:55:00,2020-07-06 10:35:00,BJS,北京,PEK,首都国际机场,T3,KHN,南昌,KHN,昌北国际机场,T2,770
中国国航,CA1537,空客330,2020-07-06 07:55:00,2020-07-06 10:35:00,BJS,北京,PEK,首都国际机场,T3,KHN,南昌,KHN,昌北国际机场,T2,620
厦门航空,MF7173,波音738,2020-07-06 09:00:00,2020-07-06 11:30:00,BJS,北京,PKX,大兴国际机场,,KHN,南昌,KHN,昌北国际机场,T2,430
河北航空,NS8007,波音738,2020-07-06 09:00:00,2020-07-06 11:30:00,BJS,北京,PKX,大兴国际机场,,KHN,南昌,KHN,昌北国际机场,T2,359
中国国航,CA1511,空客321,2020-07-06 11:50:00,2020-07-06 14:25:00,BJS,北京,PEK,首都国际机场,T3,KHN,南昌,KHN,昌北国际机场,T2,790
山东航空,SC1511,空客321,2020-07-06 11:50:00,2020-07-06 14:25:00,BJS,北京,PEK,首都国际机场,T3,KHN,南昌,KHN,昌北国际机场,T2,850
山东航空,SC4162,空客320,2020-07-06 11:45:00,2020-07-06 15:10:00,BJS,北京,PEK,首都国际机场,T3,KWE,贵阳,KWE,龙洞堡国际机场,T2,1560
中国国航,CA4162,空客320,2020-07-06 11:45:00,2020-07-06 15:10:00,BJS,北京,PEK,首都国际机场,T3,KWE,贵阳,KWE,龙洞堡国际机场,T2,1460
南方航空,CZ6188,波音738,2020-07-06 15:10:00,2020-07-06 18:15:00,BJS,北京,PKX,大兴国际机场,,KWE,贵阳,KWE,龙洞堡国际机场,T2,1250
南方航空,CZ3128,空客321,2020-07-06 15:45:00,2020-07-06 18:30:00,BJS,北京,PEK,首都国际机场,T2,CSX,长沙,CSX,黄花国际机场,T2,580
海南航空,HU7635,波音738,2020-07-06 07:10:00,2020-07-06 09:35:00,BJS,北京,PEK,首都国际机场,T2,CSX,长沙,CSX,黄花国际机场,T2,495
中国国航,CA1363,空客321,2020-07-06 16:00:00,2020-07-06 18:40:00,BJS,北京,PEK,首都国际机场,T3,CSX,长沙,CSX,黄花国际机场,T1,440
海南航空,HU7161,波音738,2020-07-06 17:00:00,2020-07-06 19:45:00,BJS,北京,PEK,首都国际机场,T2,CKG,重庆,CKG,江北国际机场,T3,285
南方航空,CZ2802,空客320,2020-07-06 11:40:00,2020-07-06 14:50:00,BJS,北京,PKX,大兴国际机场,,CKG,重庆,CKG,江北国际机场,T3,220
南方航空,CZ3259,空客320,2020-07-06 15:00:00,2020-07-06 18:05:00,BJS,北京,PKX,大兴国际机场,,CKG,重庆,CKG,江北国际机场,T3,220
山东航空,SC1403,波音738,2020-07-06 06:40:00,2020-07-06 10:20:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,1510
中国国航,CA1403,波音738,2020-07-06 06:40:00,2020-07-06 10:20:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,1220
南方航空,CZ6111,空客330,2020-07-06 10:00:00,2020-07-06 13:45:00,BJS,北京,PEK,首都国际机场,T2,KMG,昆明,KMG,长水国际机场,,1510
山东航空,SC4172,空客319,2020-07-06 12:00:00,2020-07-06 15:45:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,1510
中国国航,CA4172,空客319,2020-07-06 12:00:00,2020-07-06 15:45:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,1220
东方航空,MU5706,波音737,2020-07-06 16:55:00,2020-07-06 20:45:00,BJS,北京,PEK,首都国际机场,T2,KMG,昆明,KMG,长水国际机场,,850
中国国航,CA1487,波音737,2020-07-06 09:00:00,2020-07-06 14:05:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,800
山东航空,SC1487,波音737,2020-07-06 09:00:00,2020-07-06 14:05:00,BJS,北京,PEK,首都国际机场,T3,KMG,昆明,KMG,长水国际机场,,1510
东方航空,MU9708,波音737,2020-07-06 20:20:00,2020-07-07 01:10:00,BJS,北京,PKX,大兴国际机场,,KMG,昆明,KMG,长水国际机场,,400
山东航空,SC4162,空客320,2020-07-06 11:45:00,2020-07-06 15:10:00,BJS,北京,PEK,首都国际机场,T3,KWE,贵阳,KWE,龙洞堡国际机场,T2,1560
中国国航,CA4162,空客320,2020-07-06 11:45:00,2020-07-06 15:10:00,BJS,北京,PEK,首都国际机场,T3,KWE,贵阳,KWE,龙洞堡国际机场,T2,1460
南方航空,CZ6188,波音738,2020-07-06 15:10:00,2020-07-06 18:15:00,BJS,北京,PKX,大兴国际机场,,KWE,贵阳,KWE,龙洞堡国际机场,T2,1250
华夏航空,G58008,波音737,2020-07-06 12:30:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,KWL,桂林,KWL,两江国际机场,T2,900
中国国航,CA1471,波音737,2020-07-06 12:30:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,KWL,桂林,KWL,两江国际机场,T2,890
河北航空,NS8029,波音738,2020-07-06 15:05:00,2020-07-06 18:20:00,BJS,北京,PKX,大兴国际机场,,KWL,桂林,KWL,两江国际机场,T2,550
中国联合航空,KN5519,波音737,2020-07-06 07:10:00,2020-07-06 09:35:00,BJS,北京,PKX,大兴国际机场,,LDS,伊春,LDS,林都机场,,482
中国国航,CA1271,波音738,2020-07-06 11:50:00,2020-07-06 14:20:00,BJS,北京,PEK,首都国际机场,T3,LHW,兰州,LHW,中川机场,T2,550
厦门航空,MF7191,波音738,2020-07-06 14:15:00,2020-07-06 16:35:00,BJS,北京,PKX,大兴国际机场,,LHW,兰州,LHW,中川机场,T2,580
河北航空,NS8025,波音738,2020-07-06 14:15:00,2020-07-06 16:35:00,BJS,北京,PKX,大兴国际机场,,LHW,兰州,LHW,中川机场,T2,349
东方航空,MU2416,空客320,2020-07-06 19:25:00,2020-07-06 22:10:00,BJS,北京,PEK,首都国际机场,T2,LHW,兰州,LHW,中川机场,T2,300
中国联合航空,KN5621,波音737,2020-07-06 08:30:00,2020-07-06 10:55:00,BJS,北京,PKX,大兴国际机场,,LNL,陇南,LNL,成县机场,,708
东方航空,MU5706,波音737,2020-07-06 16:55:00,2020-07-06 23:40:00,BJS,北京,PEK,首都国际机场,T2,LUM,芒市,LUM,德宏芒市机场,,1110
深圳航空,ZH4112,机型未定,2020-07-06 08:15:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,LXA,拉萨,LXA,贡嘎国际机场,,3260
山东航空,SC4112,机型未定,2020-07-06 08:15:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,LXA,拉萨,LXA,贡嘎国际机场,,3260
中国国航,CA4112,机型未定,2020-07-06 08:15:00,2020-07-06 15:40:00,BJS,北京,PEK,首都国际机场,T3,LXA,拉萨,LXA,贡嘎国际机场,,3230
中国国航,CA1685,波音738,2020-07-06 06:15:00,2020-07-06 08:35:00,BJS,北京,PEK,首都国际机场,T3,MDG,牡丹江,MDG,海浪机场,,850
山东航空,SC1453,波音737,2020-07-06 07:25:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T3,MIG,绵阳,MIG,南郊机场,,750
中国国航,CA1453,波音737,2020-07-06 07:25:00,2020-07-06 10:15:00,BJS,北京,PEK,首都国际机场,T3,MIG,绵阳,MIG,南郊机场,,610
中国国航,CA1659,波音737,2020-07-06 06:15:00,2020-07-06 08:10:00,BJS,北京,PEK,首都国际机场,T3,NDG,齐齐哈尔,NDG,三家子机场,,760
厦门航空,MF7193,波音738,2020-07-06 08:00:00,2020-07-06 10:25:00,BJS,北京,PKX,大兴国际机场,,NGB,宁波,NGB,栎社国际机场,T2,410
河北航空,NS8027,波音738,2020-07-06 08:00:00,2020-07-06 10:25:00,BJS,北京,PKX,大兴国际机场,,NGB,宁波,NGB,栎社国际机场,T2,300
中国国航,CA1839,波音737,2020-07-06 08:40:00,2020-07-06 11:10:00,BJS,北京,PEK,首都国际机场,T3,NGB,宁波,NGB,栎社国际机场,T2,1910
中国国航,CA1541,空客321,2020-07-06 12:40:00,2020-07-06 15:10:00,BJS,北京,PEK,首都国际机场,T3,NGB,宁波,NGB,栎社国际机场,T2,1910
中国国航,CA1847,空客321,2020-07-06 10:50:00,2020-07-06 12:55:00,BJS,北京,PEK,首都国际机场,T3,NKG,南京,NKG,禄口国际机场,T2,2430
中国国航,CA1561,波音737,2020-07-06 14:15:00,2020-07-06 16:20:00,BJS,北京,PEK,首都国际机场,T3,NKG,南京,NKG,禄口国际机场,T2,2870
中国国航,CA1503,波音738,2020-07-06 17:35:00,2020-07-06 19:40:00,BJS,北京,PEK,首都国际机场,T3,NKG,南京,NKG,禄口国际机场,T2,2430
